file	genome	secondary_cluster	threshold	cluster_method	comparison_algorithm	primary_cluster	pipeline	completeness	contamination	length	N50	contigs	GC (%)	tag	type
FDZ070-GBkY0-2AP1@4344.fna	FDZ070_GBkY0_2AP1_4344	139_0	0.01	average	ANImf	139	Pipeline3	67.55	1.14	2663779	11015	315	59.48	uniq	Trench
FDZ070-GBkY4-6AP1@8313.fna	FDZ070_GBkY4_6AP1_8313	14_0	0.01	average	ANImf	14	Pipeline3	56	0.47	1226452	18208	95	34.6	uniq	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.49.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.49	140_0	0.01	average	ANImf	140	Pipeline1	68.96	3.409	3773479	6255	740	58.97	uniq	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.25.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.25	141_0	0.01	average	ANImf	141	Pipeline1	60.51	1.098	2702224	4231	690	60.07	uniq	Trench
FDZ070-GBkY4-6AP1@7723.fna	FDZ070_GBkY4_6AP1_7723	142_1	0.01	average	ANImf	142	Pipeline3	94.44	1.95	5084724	23929	267	55.98	all	Trench
bin.106.fa	bin.106	142_1	0.01	average	ANImf	142	Pipeline4	96.63	1.948	6048673	20587	424	55.91	all	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.78.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.78	142_1	0.01	average	ANImf	142	Pipeline1	93.34	1.948	6475024	19378	489	55.73	all	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.170.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.170	142_1	0.01	average	ANImf	142	Pipeline2	96.64	3.05	7600065	16542	803	55.53	all	Trench
bin.12.fa	bin.12	143_1	0.01	average	ANImf	143	Pipeline4	95.38	3.409	4577868	53795	164	56.53	all	Trench
FDZ070-GBkY4-6AP1@12133.fna	FDZ070_GBkY4_6AP1_12133	143_1	0.01	average	ANImf	143	Pipeline3	96.52	1.14	4842466	52524	174	56.62	all	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.138.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.138	143_1	0.01	average	ANImf	143	Pipeline2	96.52	1.14	4823422	52524	182	56.61	all	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.80.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.80	143_1	0.01	average	ANImf	143	Pipeline1	97.66	1.136	4884650	52524	177	56.62	all	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.28.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.28	144_0	0.01	average	ANImf	144	Pipeline1	68.86	0.854	3919977	9594	453	58.46	uniq	Trench
bin.76.fa	bin.76	145_1	0.01	average	ANImf	145	Pipeline4	98.79	0.568	4270336	60844	125	50.31	all	Trench
FDZ070-GBkY28-30AP1@2240.fna	FDZ070_GBkY28_30AP1_2240	145_1	0.01	average	ANImf	145	Pipeline3	98.8	0.57	4226045	60844	117	50.32	all	Trench
Pipeline2_FDZ070-GBkY28-30AP1_bin.25.fa	Pipeline2_FDZ070_GBkY28_30AP1_bin.25	145_1	0.01	average	ANImf	145	Pipeline2	97.66	0.57	4248221	60844	131	50.3	all	Trench
Pipeline1_FDZ070-GBkY28-30AP1_bin.40.fa	Pipeline1_FDZ070_GBkY28_30AP1_bin.40	145_1	0.01	average	ANImf	145	Pipeline1	97.66	0.568	4248221	60844	131	50.3	all	Trench
bin.93.fa	bin.93	146_1	0.01	average	ANImf	146	Pipeline4	60.45	1.136	3138181	6550	543	63.99	some	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.56.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.56	146_1	0.01	average	ANImf	146	Pipeline2	71.92	4.1	4022729	5834	849	63.93	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.55.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.55	146_1	0.01	average	ANImf	146	Pipeline1	71.92	4.1	4022729	5834	849	63.93	some	Trench
bin.59.fa	bin.59	147_1	0.01	average	ANImf	147	Pipeline4	73.85	1.203	3507119	9340	484	61.84	some	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.184.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.184	147_1	0.01	average	ANImf	147	Pipeline2	81.53	2.62	4684662	8987	739	61.58	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.79.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.79	147_1	0.01	average	ANImf	147	Pipeline1	81.52	2.623	4670699	8987	735	61.57	some	Trench
bin.69.fa	bin.69	148_1	0.01	average	ANImf	148	Pipeline4	97.72	0.568	3782810	101371	63	60.24	all	Trench
Pipeline2_FDZ070-GBkY16-18AP1_bin.108.fa	Pipeline2_FDZ070_GBkY16_18AP1_bin.108	148_1	0.01	average	ANImf	148	Pipeline2	95.45	1.7	3996662	94237	101	59.95	all	Trench
FDZ070-GBkY24-26AP1@5524.fna	FDZ070_GBkY24_26AP1_5524	148_1	0.01	average	ANImf	148	Pipeline3	93.18	1.7	3052863	27564	163	60.35	all	Trench
Pipeline1_FDZ070-GBkY24-26AP1_bin.58.fa	Pipeline1_FDZ070_GBkY24_26AP1_bin.58	148_1	0.01	average	ANImf	148	Pipeline1	96.59	0.568	4369888	19159	296	59.74	all	Trench
Pipeline2_FDZ070-GBkY24-26AP1_bin.96.fa	Pipeline2_FDZ070_GBkY24_26AP1_bin.96	148_1	0.01	average	ANImf	148	Pipeline2	98.25	8.93	5099134	17378	475	59.57	all	Trench
FDZ070-GBkY2-4AP1@4398.fna	FDZ070_GBkY2_4AP1_4398	149_0	0.01	average	ANImf	149	Pipeline3	68.85	0	2511579	9710	301	60.85	uniq	Trench
FDZ070-GBkY2-4AP1@124061.fna	FDZ070_GBkY2_4AP1_124061	15_1	0.01	average	ANImf	15	Pipeline3	82.71	0	1139867	86704	22	33.12	some	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.7.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.7	15_1	0.01	average	ANImf	15	Pipeline1	77.57	0	1046689	49891	30	33.15	some	Trench
Pipeline2_FDZ070-GBkY0-2AP1_bin.38.fa	Pipeline2_FDZ070_GBkY0_2AP1_bin.38	15_1	0.01	average	ANImf	15	Pipeline2	77.57	0.93	1105707	46839	44	33.21	some	Trench
FDZ070-GBkY4-6AP1@4379.fna	FDZ070_GBkY4_6AP1_4379	150_1	0.01	average	ANImf	150	Pipeline3	94.03	0.57	4952806	41280	175	62.06	some	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.2.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.2	150_1	0.01	average	ANImf	150	Pipeline2	92.05	2.61	5088262	39356	226	62.1	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.72.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.72	150_1	0.01	average	ANImf	150	Pipeline1	92.04	2.613	5088262	39356	226	62.1	some	Trench
FDZ070-GBkY4-6AP1@4924.fna	FDZ070_GBkY4_6AP1_4924	151_1	0.01	average	ANImf	151	Pipeline3	89.14	0	4439866	43580	150	59.5	some	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.9.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.9	151_1	0.01	average	ANImf	151	Pipeline2	92.55	3.41	5279316	40723	295	59.44	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.46.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.46	151_1	0.01	average	ANImf	151	Pipeline1	92.54	3.409	5238951	40723	292	59.44	some	Trench
bin.63.fa	bin.63	152_1	0.01	average	ANImf	152	Pipeline4	81.81	0	3870527	86181	91	61.09	all	Trench
FDZ070-GBkY16-18AP1@9605.fna	FDZ070_GBkY16_18AP1_9605	152_1	0.01	average	ANImf	152	Pipeline3	96.59	1.8	4295318	74232	87	61.02	all	Trench
Pipeline2_FDZ070-GBkY16-18AP1_bin.15.fa	Pipeline2_FDZ070_GBkY16_18AP1_bin.15	152_1	0.01	average	ANImf	152	Pipeline2	98.86	1.14	4429989	70934	143	61.04	all	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.39.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.39	152_1	0.01	average	ANImf	152	Pipeline1	98.86	1.136	4429989	70934	143	61.04	all	Trench
FDZ070-GBkY24-26AP1@4877.fna	FDZ070_GBkY24_26AP1_4877	153_1	0.01	average	ANImf	153	Pipeline3	75	0	3039852	16156	233	60.69	some	Trench
Pipeline1_FDZ070-GBkY24-26AP1_bin.45.fa	Pipeline1_FDZ070_GBkY24_26AP1_bin.45	153_1	0.01	average	ANImf	153	Pipeline1	83.23	0	3781676	14064	326	60.51	some	Trench
Pipeline2_FDZ070-GBkY24-26AP1_bin.127.fa	Pipeline2_FDZ070_GBkY24_26AP1_bin.127	153_1	0.01	average	ANImf	153	Pipeline2	88.35	3.41	4778079	12340	572	60.32	some	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.102.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.102	154_0	0.01	average	ANImf	154	Pipeline1	71.25	1.704	3510123	5686	729	55.99	uniq	Trench
FDZ070-GBkY2-4AP1@20923.fna	FDZ070_GBkY2_4AP1_20923	155_1	0.01	average	ANImf	155	Pipeline3	91.23	6.86	3744084	33984	176	57.42	some	Trench
Pipeline1_FDZ070-GBkY2-4AP1_bin.32.fa	Pipeline1_FDZ070_GBkY2_4AP1_bin.32	155_1	0.01	average	ANImf	155	Pipeline1	93.18	0	4149171	29349	272	57.22	some	Trench
Pipeline2_FDZ070-GBkY2-4AP1_bin.29.fa	Pipeline2_FDZ070_GBkY2_4AP1_bin.29	155_1	0.01	average	ANImf	155	Pipeline2	94.32	1.14	4474852	28195	367	57.23	some	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.10.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.10	155_2	0.01	average	ANImf	155	Pipeline1	71.02	2.977	3371726	6099	692	57.03	uniq	Trench
FDZ070-GBkY4-6AP1@32034.fna	FDZ070_GBkY4_6AP1_32034	156_1	0.01	average	ANImf	156	Pipeline3	88.64	1.7	3700494	43061	119	59.75	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.36.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.36	156_1	0.01	average	ANImf	156	Pipeline1	92.61	1.704	3917133	41865	137	59.76	some	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.65.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.65	156_1	0.01	average	ANImf	156	Pipeline2	95.45	2.84	4466688	36873	239	59.66	some	Trench
bin.38.fa	bin.38	157_1	0.01	average	ANImf	157	Pipeline4	80.68	0	3296270	61054	81	58.96	all	Trench
FDZ070-GBkY24-26AP1@2824.fna	FDZ070_GBkY24_26AP1_2824	157_1	0.01	average	ANImf	157	Pipeline3	98.86	0	4002049	58729	106	58.97	all	Trench
Pipeline2_FDZ070-GBkY24-26AP1_bin.52.fa	Pipeline2_FDZ070_GBkY24_26AP1_bin.52	157_1	0.01	average	ANImf	157	Pipeline2	98.86	0	4339882	57684	175	58.97	all	Trench
Pipeline1_FDZ070-GBkY24-26AP1_bin.1.fa	Pipeline1_FDZ070_GBkY24_26AP1_bin.1	157_1	0.01	average	ANImf	157	Pipeline1	98.86	0	4339882	57684	175	58.97	all	Trench
FDZ070-GBkY4-6AP1@2648.fna	FDZ070_GBkY4_6AP1_2648	158_0	0.01	average	ANImf	158	Pipeline3	84.3	3.45	3215480	13331	284	62.83	uniq	Trench
bin.36.fa	bin.36	159_1	0.01	average	ANImf	159	Pipeline4	94.44	2.777	3294925	70092	70	62.43	all	Trench
FDZ070-GBkY2-4AP1@36028.fna	FDZ070_GBkY2_4AP1_36028	159_1	0.01	average	ANImf	159	Pipeline3	92.59	1.85	3262110	70092	68	62.42	all	Trench
Pipeline2_FDZ070-GBkY2-4AP1_bin.120.fa	Pipeline2_FDZ070_GBkY2_4AP1_bin.120	159_1	0.01	average	ANImf	159	Pipeline2	92.22	4.07	3363969	64971	95	62.38	all	Trench
Pipeline1_FDZ070-GBkY2-4AP1_bin.9.fa	Pipeline1_FDZ070_GBkY2_4AP1_bin.9	159_1	0.01	average	ANImf	159	Pipeline1	92.22	3.703	3339707	64971	89	62.4	all	Trench
FDZ070-GBkY12-14AP1@3605.fna	FDZ070_GBkY12_14AP1_3605	16_1	0.01	average	ANImf	16	Pipeline3	77.1	0.07	828342	10960	86	33.63	some	Trench
bin.4.fa	bin.4	16_1	0.01	average	ANImf	16	Pipeline4	77.1	1.941	1011682	10136	127	33.7	some	Trench
Pipeline2_FDZ070-GBkY24-26AP1_bin.34.fa	Pipeline2_FDZ070_GBkY24_26AP1_bin.34	160_1	0.01	average	ANImf	160	Pipeline2	93.98	2.78	3346582	113259	65	58.78	some	Trench
Pipeline1_FDZ070-GBkY24-26AP1_bin.66.fa	Pipeline1_FDZ070_GBkY24_26AP1_bin.66	160_1	0.01	average	ANImf	160	Pipeline1	93.98	2.777	3346582	113259	65	58.78	some	Trench
FDZ070-GBkY24-26AP1@106684.fna	FDZ070_GBkY24_26AP1_106684	160_1	0.01	average	ANImf	160	Pipeline3	83.8	0.93	2943122	113169	39	58.84	some	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.33.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.33	161_1	0.01	average	ANImf	161	Pipeline1	92.12	1.851	3259224	88921	58	59.37	some	Trench
FDZ070-GBkY16-18AP1@3854.fna	FDZ070_GBkY16_18AP1_3854	161_1	0.01	average	ANImf	161	Pipeline3	91.2	0.93	3155606	83163	57	59.37	some	Trench
Pipeline2_FDZ070-GBkY16-18AP1_bin.69.fa	Pipeline2_FDZ070_GBkY16_18AP1_bin.69	161_1	0.01	average	ANImf	161	Pipeline2	93.98	2.78	3349844	83163	73	59.38	some	Trench
FDZ070-GBkY0-2AP1@10291.fna	FDZ070_GBkY0_2AP1_10291	162_1	0.01	average	ANImf	162	Pipeline3	75	0.93	2199807	12589	239	60.96	all	Trench
bin.79.fa	bin.79	162_1	0.01	average	ANImf	162	Pipeline4	74.07	1.851	2228074	11829	269	61	all	Trench
Pipeline2_FDZ070-GBkY0-2AP1_bin.126.fa	Pipeline2_FDZ070_GBkY0_2AP1_bin.126	162_1	0.01	average	ANImf	162	Pipeline2	89.35	2.78	2902851	9639	436	60.75	all	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.18.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.18	162_1	0.01	average	ANImf	162	Pipeline1	89.35	2.777	2902851	9639	436	60.75	all	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.65.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.65	163_1	0.01	average	ANImf	163	Pipeline1	58.74	0	1481089	4506	344	62.58	some	Trench
Pipeline2_FDZ070-GBkY0-2AP1_bin.37.fa	Pipeline2_FDZ070_GBkY0_2AP1_bin.37	163_1	0.01	average	ANImf	163	Pipeline2	71.91	4.36	2253835	3686	687	62.51	some	Trench
Pipeline1_FDZ070-GBkY2-4AP1_bin.41.fa	Pipeline1_FDZ070_GBkY2_4AP1_bin.41	164_1	0.01	average	ANImf	164	Pipeline1	88.77	0.99	2483906	7390	468	64.09	some	Trench
Pipeline2_FDZ070-GBkY2-4AP1_bin.11.fa	Pipeline2_FDZ070_GBkY2_4AP1_bin.11	164_1	0.01	average	ANImf	164	Pipeline2	87.29	4.46	2618532	7061	531	64.18	some	Trench
FDZ070-GBkY4-6AP1@3485.fna	FDZ070_GBkY4_6AP1_3485	164_2	0.01	average	ANImf	164	Pipeline3	61.88	0.18	1484762	7864	234	64.18	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.94.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.94	164_2	0.01	average	ANImf	164	Pipeline1	63.86	2.16	1732579	6975	278	64.17	some	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.40.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.40	164_3	0.01	average	ANImf	164	Pipeline1	77.02	0.495	1993962	6264	405	64.4	some	Trench
Pipeline2_FDZ070-GBkY0-2AP1_bin.124.fa	Pipeline2_FDZ070_GBkY0_2AP1_bin.124	164_3	0.01	average	ANImf	164	Pipeline2	82.97	5.12	2263774	5908	487	64.19	some	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.5.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.5	165_0	0.01	average	ANImf	165	Pipeline1	64.13	0.749	3252161	4053	897	58.17	uniq	Trench
FDZ070-GBkY24-26AP1@2401.fna	FDZ070_GBkY24_26AP1_2401	166_1	0.01	average	ANImf	166	Pipeline3	57.17	0	2571328	9006	343	60	all	Trench
bin.21.fa	bin.21	166_1	0.01	average	ANImf	166	Pipeline4	78.02	0	3287231	7029	559	60.34	all	Trench
Pipeline1_FDZ070-GBkY24-26AP1_bin.75.fa	Pipeline1_FDZ070_GBkY24_26AP1_bin.75	166_1	0.01	average	ANImf	166	Pipeline1	80.83	1.123	3761314	6874	685	60.18	all	Trench
Pipeline2_FDZ070-GBkY24-26AP1_bin.105.fa	Pipeline2_FDZ070_GBkY24_26AP1_bin.105	166_1	0.01	average	ANImf	166	Pipeline2	85.89	4.78	4266769	6486	863	60.14	all	Trench
FDZ070-GBkY16-18AP1@10510.fna	FDZ070_GBkY16_18AP1_10510	167_1	0.01	average	ANImf	167	Pipeline3	69.37	1.98	1898797	14563	157	61.48	some	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.59.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.59	167_1	0.01	average	ANImf	167	Pipeline1	63.03	1.98	1894717	11111	205	61.58	some	Trench
FDZ070-GBkY28-30AP1@4079.fna	FDZ070_GBkY28_30AP1_4079	168_1	0.01	average	ANImf	168	Pipeline3	76.68	0.99	1790428	16313	140	65.4	some	Trench
Pipeline1_FDZ070-GBkY28-30AP1_bin.22.fa	Pipeline1_FDZ070_GBkY28_30AP1_bin.22	168_1	0.01	average	ANImf	168	Pipeline1	81.18	0.495	1911955	14123	169	65.53	some	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.97.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.97	168_2	0.01	average	ANImf	168	Pipeline1	78.87	1.98	1780442	4935	434	65.27	some	Trench
Pipeline2_FDZ070-GBkY16-18AP1_bin.34.fa	Pipeline2_FDZ070_GBkY16_18AP1_bin.34	168_2	0.01	average	ANImf	168	Pipeline2	87.29	5.94	2210513	4625	564	65	some	Trench
Pipeline1_FDZ070-GBkY12-14AP1_bin.35.fa	Pipeline1_FDZ070_GBkY12_14AP1_bin.35	168_3	0.01	average	ANImf	168	Pipeline1	62.04	1.41	1431300	3895	419	65.35	uniq	Trench
Pipeline2_FDZ070-GBkY12-14AP1_bin.76.fa	Pipeline2_FDZ070_GBkY12_14AP1_bin.76	169_1	0.01	average	ANImf	169	Pipeline2	78.94	3.35	1610079	5643	371	65.26	some	Trench
Pipeline1_FDZ070-GBkY12-14AP1_bin.16.fa	Pipeline1_FDZ070_GBkY12_14AP1_bin.16	169_1	0.01	average	ANImf	169	Pipeline1	78.93	3.348	1610079	5643	371	65.26	some	Trench
Pipeline2_FDZ070-GBkY12-14AP1_bin.31.fa	Pipeline2_FDZ070_GBkY12_14AP1_bin.31	17_1	0.01	average	ANImf	17	Pipeline2	63.08	0	497517	8957	68	30.82	some	Trench
Pipeline1_FDZ070-GBkY12-14AP1_bin.7.fa	Pipeline1_FDZ070_GBkY12_14AP1_bin.7	17_1	0.01	average	ANImf	17	Pipeline1	63.08	0	497517	8957	68	30.82	some	Trench
Pipeline2_FDZ070-GBkY16-18AP1_bin.99.fa	Pipeline2_FDZ070_GBkY16_18AP1_bin.99	17_2	0.01	average	ANImf	17	Pipeline2	59.81	0.47	529071	13891	69	30.74	some	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.71.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.71	17_2	0.01	average	ANImf	17	Pipeline1	59.81	0.467	529071	13891	69	30.74	some	Trench
FDZ070-GBkY28-30AP1@2614.fna	FDZ070_GBkY28_30AP1_2614	17_2	0.01	average	ANImf	17	Pipeline3	59.81	0.31	439909	11057	47	30.73	some	Trench
FDZ070-GBkY28-30AP1@2960.fna	FDZ070_GBkY28_30AP1_2960	170_1	0.01	average	ANImf	170	Pipeline3	68.94	2.97	1520387	6133	319	65.61	some	Trench
Pipeline2_FDZ070-GBkY28-30AP1_bin.8.fa	Pipeline2_FDZ070_GBkY28_30AP1_bin.8	170_1	0.01	average	ANImf	170	Pipeline2	75.6	4.46	1759819	5850	367	65.45	some	Trench
Pipeline1_FDZ070-GBkY28-30AP1_bin.20.fa	Pipeline1_FDZ070_GBkY28_30AP1_bin.20	170_1	0.01	average	ANImf	170	Pipeline1	75.59	4.455	1759819	5850	367	65.45	some	Trench
Pipeline1_FDZ070-GBkY24-26AP1_bin.28.fa	Pipeline1_FDZ070_GBkY24_26AP1_bin.28	170_2	0.01	average	ANImf	170	Pipeline1	51.65	0	1192292	6691	195	65.29	uniq	Trench
Pipeline1_FDZ070-GBkY2-4AP1_bin.64.fa	Pipeline1_FDZ070_GBkY2_4AP1_bin.64	171_1	0.01	average	ANImf	171	Pipeline1	74.98	0.99	2115640	5381	449	65.9	some	Trench
Pipeline2_FDZ070-GBkY2-4AP1_bin.45.fa	Pipeline2_FDZ070_GBkY2_4AP1_bin.45	171_1	0.01	average	ANImf	171	Pipeline2	86.87	3.96	2638234	4698	649	65.73	some	Trench
FDZ070-GBkY0-2AP1@3309.fna	FDZ070_GBkY0_2AP1_3309	171_2	0.01	average	ANImf	171	Pipeline3	69.31	0	2077217	13252	186	65.57	some	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.57.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.57	171_2	0.01	average	ANImf	171	Pipeline1	75.74	1.485	2331956	11378	249	65.7	some	Trench
Pipeline2_FDZ070-GBkY0-2AP1_bin.52.fa	Pipeline2_FDZ070_GBkY0_2AP1_bin.52	171_2	0.01	average	ANImf	171	Pipeline2	83.66	3.66	2758165	9987	414	65.7	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.88.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.88	171_3	0.01	average	ANImf	171	Pipeline1	62.64	1.485	1917922	6579	334	65.55	uniq	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.16.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.16	172_0	0.01	average	ANImf	172	Pipeline1	51.36	0	1613600	4948	356	60.83	uniq	Trench
FDZ070-GBkY24-26AP1@9184.fna	FDZ070_GBkY24_26AP1_9184	173_1	0.01	average	ANImf	173	Pipeline3	78.22	3.96	2200921	9091	309	58.4	some	Trench
Pipeline1_FDZ070-GBkY24-26AP1_bin.18.fa	Pipeline1_FDZ070_GBkY24_26AP1_bin.18	173_1	0.01	average	ANImf	173	Pipeline1	87.78	2.97	2656026	8116	398	58.28	some	Trench
Pipeline2_FDZ070-GBkY24-26AP1_bin.136.fa	Pipeline2_FDZ070_GBkY24_26AP1_bin.136	173_1	0.01	average	ANImf	173	Pipeline2	91.75	4.46	3183506	7524	558	58.14	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.5.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.5	174_1	0.01	average	ANImf	174	Pipeline1	78.63	4.4	2793398	7241	475	58.04	some	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.6.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.6	174_1	0.01	average	ANImf	174	Pipeline2	84.57	6.71	3078485	6686	591	58.07	some	Trench
FDZ070-GBkY2-4AP1@2532.fna	FDZ070_GBkY2_4AP1_2532	174_2	0.01	average	ANImf	174	Pipeline3	65.21	2.48	1717820	11225	204	58.38	some	Trench
Pipeline1_FDZ070-GBkY2-4AP1_bin.55.fa	Pipeline1_FDZ070_GBkY2_4AP1_bin.55	174_2	0.01	average	ANImf	174	Pipeline1	87.76	2.475	2678089	8049	431	58.32	some	Trench
Pipeline2_FDZ070-GBkY2-4AP1_bin.21.fa	Pipeline2_FDZ070_GBkY2_4AP1_bin.21	174_2	0.01	average	ANImf	174	Pipeline2	88.75	3.47	3242939	7403	569	58.25	some	Trench
FDZ070-GBkY0-2AP1@2532.fna	FDZ070_GBkY0_2AP1_2532	174_3	0.01	average	ANImf	174	Pipeline3	54.02	0.33	1495305	11390	159	58.38	some	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.27.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.27	174_3	0.01	average	ANImf	174	Pipeline1	86.77	2.31	2308196	9030	351	58.5	some	Trench
Pipeline2_FDZ070-GBkY2-4AP1_bin.93.fa	Pipeline2_FDZ070_GBkY2_4AP1_bin.93	175_1	0.01	average	ANImf	175	Pipeline2	69.6	1.08	2020972	3479	617	58.85	some	Trench
Pipeline1_FDZ070-GBkY2-4AP1_bin.50.fa	Pipeline1_FDZ070_GBkY2_4AP1_bin.50	175_1	0.01	average	ANImf	175	Pipeline1	69.6	1.08	2020972	3479	617	58.85	some	Trench
Pipeline2_FDZ070-GBkY0-2AP1_bin.42.fa	Pipeline2_FDZ070_GBkY0_2AP1_bin.42	175_2	0.01	average	ANImf	175	Pipeline2	83.57	1.98	2381423	8744	402	59.23	some	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.34.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.34	175_2	0.01	average	ANImf	175	Pipeline1	83.57	1.98	2381423	8744	402	59.23	some	Trench
FDZ070-GBkY16-18AP1@14817.fna	FDZ070_GBkY16_18AP1_14817	175_3	0.01	average	ANImf	175	Pipeline3	57.82	0	1634767	13491	148	59.08	uniq	Trench
bin.122.fa	bin.122	176_1	0.01	average	ANImf	176	Pipeline4	62.64	1.98	1836645	43189	64	64.03	some	Trench
Pipeline1_FDZ070-GBkY24-26AP1_bin.12.fa	Pipeline1_FDZ070_GBkY24_26AP1_bin.12	176_1	0.01	average	ANImf	176	Pipeline1	98.01	8.298	3633956	36647	145	63.14	some	Trench
FDZ070-GBkY16-18AP1@13483.fna	FDZ070_GBkY16_18AP1_13483	176_2	0.01	average	ANImf	176	Pipeline3	57.54	0	1351835	9406	176	64	uniq	Trench
FDZ070-GBkY0-2AP1@2964.fna	FDZ070_GBkY0_2AP1_2964	177_0	0.01	average	ANImf	177	Pipeline3	61.46	1.98	1608822	15141	139	60.55	uniq	Trench
FDZ070-GBkY2-4AP1@2536.fna	FDZ070_GBkY2_4AP1_2536	178_1	0.01	average	ANImf	178	Pipeline3	76.4	3.96	2221619	9534	273	59.68	uniq	Trench
FDZ070-GBkY4-6AP1@5048.fna	FDZ070_GBkY4_6AP1_5048	178_2	0.01	average	ANImf	178	Pipeline3	69.97	0	1634617	11563	174	59.69	uniq	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.101.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.101	179_1	0.01	average	ANImf	179	Pipeline2	82.96	2.84	2284139	4699	567	56.55	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.22.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.22	179_1	0.01	average	ANImf	179	Pipeline1	82.95	2.838	2284139	4699	567	56.55	some	Trench
